"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"multtest","multtest","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.54.0",NA,"R (>= 2.10), methods, BiocGenerics, Biobase","survival, MASS, stats4",NA,"snow",NA,"LGPL",NA,NA,NA,NA,"yes","4.2.2"
"munsell","munsell","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.5.0",NA,NA,"colorspace, methods",NA,"ggplot2, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"mutoss","mutoss","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1-12",NA,"R (>= 2.10.0), mvtnorm","plotrix, multtest (>= 2.2.0), multcomp (>= 1.1-0), methods",NA,"fdrtool, qvalue, testthat, lattice",NA,"GPL",NA,NA,NA,NA,"no","4.2.2"
"mvtnorm","mvtnorm","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1-3",NA,"R(>= 3.5.0)","stats, methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"nadiv","nadiv","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.17.2",NA,"R (>= 3.6.0), Matrix","graphics, methods, stats",NA,"parallel","MCMCglmm, asreml","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"network","network","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.18.0",NA,"R (>= 2.10), utils","tibble, magrittr, statnet.common (>= 4.5), stats",NA,"sna, testthat, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"nlme","nlme","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.1-161","recommended","R (>= 3.5.0)","graphics, stats, utils, lattice",NA,"Hmisc, MASS, SASmixed",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"nloptr","nloptr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.3",NA,NA,NA,"testthat","knitr, rmarkdown, xml2, testthat (>= 3.0.0), covr",NA,"LGPL (>= 3)",NA,NA,NA,NA,"yes","4.2.2"
"nnet","nnet","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","7.3-18","recommended","R (>= 3.0.0), stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"nnls","nnls","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.2.2"
"npsurv","npsurv","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.5-0",NA,"lsei","methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"numDeriv","numDeriv","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2016.8-1.1",NA,"R (>= 2.11.1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"openssl","openssl","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.5",NA,NA,"askpass",NA,"curl, testthat (>= 2.1.0), digest, knitr, rmarkdown,
jsonlite, jose, sodium",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"openxlsx","openxlsx","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.5.1",NA,"R (>= 3.3.0)","grDevices, methods, Rcpp, stats, stringi, utils, zip","Rcpp","knitr, rmarkdown, roxygen2, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"optextras","optextras","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2019-12.4",NA,NA,"numDeriv, utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"optimr","optimr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2019-12.16",NA,NA,"optextras, numDeriv, setRNG, Rvmmin, Rcgmin",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"ordinal","ordinal","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2022.11-16",NA,"R (>= 2.13.0), stats, methods","ucminf, MASS, Matrix, numDeriv, nlme",NA,"lme4, nnet, xtable, testthat (>= 0.8), tools",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"org.Hs.eg.db","org.Hs.eg.db","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.16.0",NA,"R (>= 2.7.0), methods, AnnotationDbi (>= 1.59.1)",NA,NA,"DBI, annotate, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"org.Mm.eg.db","org.Mm.eg.db","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.16.0",NA,"R (>= 2.7.0), methods, AnnotationDbi (>= 1.59.1)",NA,NA,"DBI, annotate, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"osDesign","osDesign","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.2"
"packcircles","packcircles","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.5",NA,"R (>= 3.2)","Rcpp (>= 1.0.0)","Rcpp (>= 1.0.0)","ggiraph (>= 0.8.4), ggplot2, knitr, rmarkdown, lpSolve",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"pan","pan","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6",NA,NA,NA,NA,"mitools, lme4",NA,"GPL-3",NA,"no",NA,NA,"yes","4.2.2"
"parallel","parallel","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.2","base",NA,"tools, compiler",NA,"methods","snow, nws, Rmpi","Part of R 4.2.2",NA,NA,NA,NA,"yes","4.2.2"
"parallelly","parallelly","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.34.0",NA,NA,"parallel, tools, utils",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.2"
"partitions","partitions","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.10-7",NA,"R (>= 3.6.0)","gmp, polynom, sets, mathjaxr, Rdpack",NA,"testthat",NA,"GPL",NA,NA,NA,NA,"yes","4.2.2"
"patchwork","patchwork","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1.2",NA,NA,"ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils,
graphics",NA,"knitr, rmarkdown, gridGraphics, gridExtra, ragg, testthat (>=
2.1.0), vdiffr, covr, png",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"pbapply","pbapply","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.7-0",NA,"R (>= 3.2.0)","parallel",NA,"shiny, future, future.apply",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"pbdZMQ","pbdZMQ","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3-9",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"pbkrtest","pbkrtest","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.5.2",NA,"R (>= 4.1.0), lme4 (>= 1.1.31)","broom, dplyr, MASS, Matrix (>= 1.2.3), methods, numDeriv,
parallel",NA,"knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"pedigree","pedigree","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4.2",NA,"Matrix","methods,HaploSim (>= 1.8.4),reshape",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"permute","permute","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.9-7",NA,"R (>= 2.14.0)","stats",NA,"vegan (>= 2.0-0), testthat (>= 0.5), parallel, knitr,
rmarkdown, bookdown, sessioninfo",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"pheatmap","pheatmap","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.12",NA,"R (>= 2.0)","grid, RColorBrewer, scales, gtable, stats, grDevices, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"phylobase","phylobase","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.8.10",NA,NA,"ade4, ape (>= 3.0), Rcpp (>= 0.11.0), rncl (>= 0.6.0), grid,
methods, stats, RNeXML","Rcpp","MASS, testthat (>= 0.8.1), knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"phyloseq","phyloseq","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.42.0",NA,"R (>= 3.3.0)","ade4 (>= 1.7-4), ape (>= 5.0), Biobase (>= 2.36.2),
BiocGenerics (>= 0.22.0), biomformat (>= 1.0.0), Biostrings (>=
2.40.0), cluster (>= 2.0.4), data.table (>= 1.10.4), foreach
(>= 1.4.3), ggplot2 (>= 2.1.0), igraph (>= 1.0.1), methods (>=
3.3.0), multtest (>= 2.28.0), plyr (>= 1.8.3), reshape2 (>=
1.4.1), scales (>= 0.4.0), vegan (>= 2.5)",NA,"BiocStyle (>= 2.4), DESeq2 (>= 1.16.1), genefilter (>= 1.58),
knitr (>= 1.16), magrittr (>= 1.5), metagenomeSeq (>= 1.14),
rmarkdown (>= 1.6), testthat (>= 1.0.2)","doParallel (>= 1.0.10)","AGPL-3",NA,NA,NA,NA,"no","4.2.2"
"pillar","pillar","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8.1",NA,NA,"cli (>= 2.3.0), fansi, glue, lifecycle, rlang (>= 1.0.2), utf8
(>= 1.1.0), utils, vctrs (>= 0.3.8)",NA,"bit64, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nanotime, nycflights13, palmerpenguins,
rmarkdown, scales, stringi, survival, testthat (>= 3.1.1),
tibble, units (>= 0.7.2), vdiffr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"pinfsc50","pinfsc50","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.0",NA,"R (>= 3.2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.2.2"
"pixmap","pixmap","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4-12",NA,NA,"methods, graphics, grDevices",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"pkgbuild","pkgbuild","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4.0",NA,"R (>= 3.4)","callr (>= 3.2.0), cli (>= 3.4.0), crayon, desc, prettyunits,
processx, R6, rprojroot, withr (>= 2.3.0)",NA,"covr, cpp11, knitr, mockery, Rcpp, rmarkdown, testthat (>=
3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"pkgconfig","pkgconfig","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.3",NA,NA,"utils",NA,"covr, testthat, disposables (>= 1.0.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"pkgdown","pkgdown","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.7",NA,"R (>= 3.1.0)","bslib (>= 0.3.1), callr (>= 3.7.3), cli, desc, digest, downlit
(>= 0.4.0), fs (>= 1.4.0), httr (>= 1.4.2), jsonlite, magrittr,
memoise, purrr, ragg, rlang (>= 1.0.0), rmarkdown (>=
1.1.9007), tibble, whisker, withr (>= 2.4.3), xml2 (>= 1.3.1),
yaml",NA,"covr, diffviewer, evaluate, htmltools, htmlwidgets, knitr,
lifecycle, methods, openssl, pkgload (>= 1.0.2), rsconnect,
rstudioapi, rticles, sass, testthat (>= 3.1.3), tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"pkgload","pkgload","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3.2",NA,"R (>= 3.4.0)","cli (>= 3.3.0), crayon, desc, fs, glue, methods, rlang (>=
1.0.3), rprojroot, utils, withr (>= 2.4.3)",NA,"bitops, covr, mathjaxr, mockr, pak, pkgbuild, Rcpp, remotes,
rstudioapi, testthat (>= 3.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"plogr","plogr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.2.0",NA,NA,NA,NA,"Rcpp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"plotly","plotly","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.10.1",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 0.4.10),
crosstalk, purrr, data.table, promises",NA,"MASS, maps, hexbin, ggthemes, GGally, ggalluvial, testthat,
knitr, devtools, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl,
rmarkdown, Cairo, broom, webshot, listviewer, dendextend,
maptools, rgeos, sf, png, IRdisplay, processx, plotlyGeoAssets,
forcats, palmerpenguins, rversions, reticulate, rsvg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"plotrix","plotrix","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.8-2",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"plyr","plyr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.8.8",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"png","png","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1-8",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"polyclip","polyclip","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.10-4",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","4.2.2"
"polynom","polynom","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4-1",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"pracma","pracma","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.4.2",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.2"
"praise","praise","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"preprocessCore","preprocessCore","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.60.2",NA,NA,"stats",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"prettyunits","prettyunits","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1.1",NA,NA,NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"princurve","princurve","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.1.6",NA,"R (>= 3.0)","stats, graphics, grDevices, Rcpp","Rcpp","devtools, testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"processx","processx","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.8.0",NA,"R (>= 3.4.0)","ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.7.0), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"profvis","profvis","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.7",NA,"R (>= 3.0)","htmlwidgets (>= 0.3.2), stringr",NA,"knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"progress","progress","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"progressr","progressr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.13.0",NA,"R (>= 3.5.0)","digest, utils",NA,"graphics, tcltk, beepr, cli, crayon, pbmcapply, progress,
purrr, foreach, plyr, doFuture, future, future.apply, furrr,
RPushbullet, rstudioapi, shiny, commonmark, base64enc, tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.2"
"promises","promises","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.0.1",NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"proxy","proxy","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4-27",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"ps","ps","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.7.2",NA,"R (>= 3.4)","utils",NA,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0),",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"pscl","pscl","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.5.5",NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"pspline","pspline","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0-19",NA,"R (>= 2.0.0), stats, graphics",NA,NA,NA,NA,"Unlimited",NA,NA,NA,NA,"yes","4.2.2"
"psych","psych","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.2.9",NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme",NA,"psychTools, GPArotation, lavaan, lme4, Rcsdp, graph, knitr,
Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"pulsar","pulsar","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.9",NA,"R (>= 3.2.0)","methods, parallel, graphics, stats, utils, tools, Matrix",NA,"batchtools (>= 0.9.10), fs (>= 1.2.2), checkmate (>= 1.8.5),
orca, huge, MASS, BigQuic, glmnet, network, cluster, testthat,
knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"purrr","purrr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.1",NA,"R (>= 3.4.0)","cli (>= 3.4.0), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 0.4.10), vctrs (>= 0.5.0)","cli","covr, dplyr (>= 0.7.8), httr, knitr, lubridate, rmarkdown,
testthat (>= 3.0.0), tibble, tidyselect",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"qap","qap","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1-2",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"qqconf","qqconf","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3.1",NA,"R (>= 4.0.0)","MASS (>= 7.3-50), robustbase (>= 0.93-4), Rcpp","Rcpp","knitr, rmarkdown, distr (>= 2.8.0)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"quadprog","quadprog","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"quantreg","quantreg","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","5.94",NA,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",NA,"tripack, interp, rgl, logspline, nor1mix, Formula, zoo,
R.rsp, conquer",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"R6","R6","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.5.1",NA,"R (>= 3.0)",NA,NA,"testthat, pryr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"ragg","ragg","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.5",NA,NA,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"randomForest","randomForest","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.7-1.1",NA,"R (>= 4.1.0), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"ranger","ranger","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.14.1",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"RANN","RANN","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.6.1",NA,NA,NA,NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.2"
"rappdirs","rappdirs","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"raster","raster","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.6-14",NA,"sp (>= 1.4-5), R (>= 3.5.0)","Rcpp, methods, terra (>= 1.6-41)","Rcpp","ncdf4, igraph, tcltk, parallel, rasterVis, MASS, sf,
tinytest, gstat, fields, exactextractr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.2"
"RBGL","RBGL","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.74.0",NA,"graph, methods","methods","BH","Rgraphviz, XML, RUnit, BiocGenerics",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"rbibutils","rbibutils","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.2.13",NA,"R (>= 2.10)","utils, tools",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"RCAS","RCAS","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.24.0",NA,"R (>= 3.5.0), plotly (>= 4.5.2), DT (>= 0.2), data.table","GenomicRanges, IRanges, BSgenome, BSgenome.Hsapiens.UCSC.hg19,
GenomeInfoDb (>= 1.12.0), Biostrings, rtracklayer,
GenomicFeatures, rmarkdown (>= 0.9.5), genomation (>= 1.5.5),
knitr (>= 1.12.3), BiocGenerics, S4Vectors, plotrix, pbapply,
RSQLite, proxy, pheatmap, ggplot2, cowplot, ggseqlogo, utils,
ranger, gprofiler2",NA,"testthat, covr",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"Rcgmin","Rcgmin","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2022-4.30",NA,"optextras",NA,NA,"numDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"rcmdcheck","rcmdcheck","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4.0",NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"RColorBrewer","RColorBrewer","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1-3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.2.2"
"Rcpp","Rcpp","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.9",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"RcppAnnoy","RcppAnnoy","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.0.20",NA,"R (>= 3.1)","methods, Rcpp","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"RcppArmadillo","RcppArmadillo","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.11.4.3.1",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"RcppEigen","RcppEigen","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.3.9.3",NA,"R (>= 3.6.0)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"RcppHNSW","RcppHNSW","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.1",NA,NA,"methods, Rcpp (>= 0.11.3)","Rcpp","testthat, covr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.2"
